"zcta5","state","puma12","stab","zipname","PUMAname","intptlon","intptlat","pop16","afact"
"ZIP census tabulation area","State code","PUMA (2012)","State abbreviation","ZCTA name","PUMA12 name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Population (2016 est.)","zcta5 to puma12 allocation factor"
"21206","24","00504","MD","Baltimore, MD","Baltimore County--Towson (East & Central), Parkville & Carney",-76.527814,39.360354,563.632113,0.011101 
"21206","24","00505","MD","Baltimore, MD","Baltimore County--Perry Hall, Middle River & Rosedale",-76.523064,39.343768,10236.219833,0.201602 
"21206","24","00803","MD","Baltimore, MD","Baltimore City--Frankford, Belair-Edison & Loch Raven",-76.547,39.337709,33031.603724,0.650557 
"21206","24","00804","MD","Baltimore, MD","Baltimore City--Inner Harbor, Canton & Bayview",-76.539952,39.322611,6942.872895,0.13674 
"21207","24","00503","MD","Lochearn, MD","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",-76.727638,39.334325,24501.480208,0.499175 
"21207","24","00507","MD","Lochearn, MD","Baltimore County--Catonsville, Woodlawn & Arbutus",-76.725436,39.299455,10505.64837,0.214034 
"21207","24","00801","MD","Lochearn, MD","Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",-76.699554,39.325581,14076.788629,0.28679 
"21208","24","00501","MD","Pikesville, MD","Baltimore County (Outer)",-76.721035,39.39653,5997.623763,0.17171 
"21208","24","00502","MD","Pikesville, MD","Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown",-76.756668,39.374371,10691.461155,0.306092 
"21208","24","00503","MD","Pikesville, MD","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",-76.723694,39.371457,16293.716604,0.466483 
"21208","24","00801","MD","Pikesville, MD","Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",-76.706762,39.369096,1946.063318,0.055715 
"21209","24","00503","MD","Pikesville, MD","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",-76.675918,39.380396,14715.34023,0.549048 
"21209","24","00801","MD","Pikesville, MD","Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",-76.676054,39.36522,12006.992903,0.447997 
"21209","24","00802","MD","Pikesville, MD","Baltimore City--Guilford, Roland Park & Druid Lake",-76.643183,39.346801,79.188741,0.002955 
"21210","24","00503","MD","Baltimore, MD","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",-76.638287,39.374616,970.355652,0.068398 
"21210","24","00802","MD","Baltimore, MD","Baltimore City--Guilford, Roland Park & Druid Lake",-76.630634,39.349727,13216.600927,0.931602 
"21211","24","00801","MD","Baltimore, MD","Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",-76.650498,39.333372,1760.959635,0.10253 
"21211","24","00802","MD","Baltimore, MD","Baltimore City--Guilford, Roland Park & Druid Lake",-76.632672,39.332379,15414.088498,0.89747 
"21212","24","00503","MD","Baltimore, MD","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",-76.631763,39.385414,616.279068,0.018987 
"21212","24","00504","MD","Baltimore, MD","Baltimore County--Towson (East & Central), Parkville & Carney",-76.611758,39.378212,10672.879876,0.328818 
"21212","24","00802","MD","Baltimore, MD","Baltimore City--Guilford, Roland Park & Druid Lake",-76.608293,39.357318,21169.130274,0.652194 
"21213","24","00803","MD","Baltimore, MD","Baltimore City--Frankford, Belair-Edison & Loch Raven",-76.571378,39.319815,18889.484383,0.582989 
"21213","24","00804","MD","Baltimore, MD","Baltimore City--Inner Harbor, Canton & Bayview",-76.586008,39.308064,13511.578988,0.41701 
"21214","24","00803","MD","Baltimore, MD","Baltimore City--Frankford, Belair-Edison & Loch Raven",-76.563952,39.352162,20355.465957,1 
"21215","24","00503","MD","Baltimore, MD","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",-76.713743,39.35684,1802.384009,0.030229 
"21215","24","00801","MD","Baltimore, MD","Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",-76.679897,39.34533,57822.629054,0.969771 
"21216","24","00801","MD","Baltimore, MD","Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",-76.66931,39.309412,31745.776537,1 
"21217","24","00801","MD","Baltimore, MD","Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",-76.644516,39.304008,15876.352776,0.43219 
"21217","24","00802","MD","Baltimore, MD","Baltimore City--Guilford, Roland Park & Druid Lake",-76.633572,39.309542,20858.314464,0.56781 
"21218","24","00802","MD","Baltimore, MD","Baltimore City--Guilford, Roland Park & Druid Lake",-76.610303,39.327039,35421.123993,0.718612 
"21218","24","00803","MD","Baltimore, MD","Baltimore City--Frankford, Belair-Edison & Loch Raven",-76.592115,39.331851,13869.908043,0.281388 
"21219","24","00501","MD","Edgemere, MD","Baltimore County (Outer)",-76.426892,39.226037,2211.172134,0.228382 
"21219","24","00506","MD","Edgemere, MD","Baltimore County--Dundalk, Essex & Edgemere",-76.449873,39.235656,7470.706225,0.771617 
"21220","24","00501","MD","Middle River, MD","Baltimore County (Outer)",-76.379331,39.344315,15945.83378,0.394066 
"21220","24","00505","MD","Middle River, MD","Baltimore County--Perry Hall, Middle River & Rosedale",-76.442226,39.341977,20069.8453,0.495982 
"21220","24","00506","MD","Middle River, MD","Baltimore County--Dundalk, Essex & Edgemere",-76.435057,39.322701,4449.183893,0.109952 
"21221","24","00501","MD","Essex, MD","Baltimore County (Outer)",-76.417327,39.275155,1715.671376,0.039427 
"21221","24","00505","MD","Essex, MD","Baltimore County--Perry Hall, Middle River & Rosedale",-76.466962,39.333059,2016.068711,0.04633 
"21221","24","00506","MD","Essex, MD","Baltimore County--Dundalk, Essex & Edgemere",-76.453191,39.307475,39783.54943,0.914243 
"21222","24","00506","MD","Dundalk, MD","Baltimore County--Dundalk, Essex & Edgemere",-76.501795,39.264661,55675.703961,0.968122 
"21222","24","00804","MD","Dundalk, MD","Baltimore City--Inner Harbor, Canton & Bayview",-76.531413,39.272814,1833.219362,0.031877 
"21223","24","00801","MD","Baltimore, MD","Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",-76.649244,39.294617,3080.442037,0.118031 
"21223","24","00805","MD","Baltimore, MD","Baltimore City--Irvington, Ten Hills & Cherry Hill",-76.64801,39.285588,23018.187384,0.881969 
"21224","24","00506","MD","Baltimore, MD","Baltimore County--Dundalk, Essex & Edgemere",-76.518007,39.291998,8929.336583,0.182221 
"21224","24","00804","MD","Baltimore, MD","Baltimore City--Inner Harbor, Canton & Bayview",-76.565453,39.286865,40073.462546,0.817779 
"21225","24","00805","MD","Baltimore, MD","Baltimore City--Irvington, Ten Hills & Cherry Hill",-76.611647,39.239713,18950.855658,0.554559 
"21225","24","01202","MD","Baltimore, MD","Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",-76.616332,39.221663,15221.96795,0.445441 
"21226","24","00805","MD","Riviera Beach, MD","Baltimore City--Irvington, Ten Hills & Cherry Hill",-76.589132,39.226508,3254.657268,0.41879 
"21226","24","01202","MD","Riviera Beach, MD","Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",-76.532484,39.170884,4516.907573,0.581209 
"21227","24","00507","MD","Arbutus, MD","Baltimore County--Catonsville, Woodlawn & Arbutus",-76.674218,39.24276,33740.504764,0.975698 
"21227","24","00805","MD","Arbutus, MD","Baltimore City--Irvington, Ten Hills & Cherry Hill",-76.669906,39.267072,840.390517,0.024302 
"21228","24","00507","MD","Catonsville, MD","Baltimore County--Catonsville, Woodlawn & Arbutus",-76.740434,39.27808,48838.825789,0.994637 
"21228","24","00805","MD","Catonsville, MD","Baltimore City--Irvington, Ten Hills & Cherry Hill",-76.710338,39.27909,263.302565,0.005362 
"21229","24","00507","MD","Baltimore, MD","Baltimore County--Catonsville, Woodlawn & Arbutus",-76.703553,39.277348,7227.085019,0.160418 
"21229","24","00805","MD","Baltimore, MD","Baltimore City--Irvington, Ten Hills & Cherry Hill",-76.687897,39.286275,37824.502292,0.839582 
"21230","24","00804","MD","Baltimore, MD","Baltimore City--Inner Harbor, Canton & Bayview",-76.617524,39.281691,2687.467909,0.080881 
"21230","24","00805","MD","Baltimore, MD","Baltimore City--Irvington, Ten Hills & Cherry Hill",-76.625291,39.269421,30540.12795,0.919119 
"21231","24","00804","MD","Baltimore, MD","Baltimore City--Inner Harbor, Canton & Bayview",-76.590969,39.288467,15588.303729,1 
"21234","24","00504","MD","Parkville, MD","Baltimore County--Towson (East & Central), Parkville & Carney",-76.540025,39.390425,58616.70742,0.818272 
"21234","24","00505","MD","Parkville, MD","Baltimore County--Perry Hall, Middle River & Rosedale",-76.49074,39.401863,4392.407764,0.061317 
"21234","24","00803","MD","Parkville, MD","Baltimore City--Frankford, Belair-Edison & Loch Raven",-76.552796,39.367901,8625.633648,0.120411 
"21236","24","00504","MD","Perry Hall, MD","Baltimore County--Towson (East & Central), Parkville & Carney",-76.511242,39.379487,7184.760996,0.180939 
"21236","24","00505","MD","Perry Hall, MD","Baltimore County--Perry Hall, Middle River & Rosedale",-76.482072,39.39429,32332.456776,0.81425 
"21236","24","00803","MD","Perry Hall, MD","Baltimore City--Frankford, Belair-Edison & Loch Raven",-76.532083,39.365536,191.042838,0.004811 
"21237","24","00505","MD","Rosedale, MD","Baltimore County--Perry Hall, Middle River & Rosedale",-76.492878,39.343465,30981.184916,0.9985 
"21237","24","00804","MD","Rosedale, MD","Baltimore City--Inner Harbor, Canton & Bayview",-76.533214,39.31395,46.523386,0.001499 
"21239","24","00504","MD","Baltimore, MD","Baltimore County--Towson (East & Central), Parkville & Carney",-76.586743,39.380133,5169.724579,0.180045 
"21239","24","00802","MD","Baltimore, MD","Baltimore City--Guilford, Roland Park & Druid Lake",-76.597166,39.354566,187.083401,0.006516 
"21239","24","00803","MD","Baltimore, MD","Baltimore City--Frankford, Belair-Edison & Loch Raven",-76.588791,39.358938,23356.719253,0.813439 
"21244","24","00501","MD","Milford Mill, MD","Baltimore County (Outer)",-76.806373,39.330816,875.384673,0.024501 
"21244","24","00502","MD","Milford Mill, MD","Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown",-76.763593,39.344584,24810.135888,0.694403 
"21244","24","00507","MD","Milford Mill, MD","Baltimore County--Catonsville, Woodlawn & Arbutus",-76.766553,39.312088,10043.180996,0.281096 
"21250","24","00507","MD","Catonsville, MD","Baltimore County--Catonsville, Woodlawn & Arbutus",-76.709144,39.256807,3308.499855,1 
"21251","24","00803","MD","Baltimore, MD","Baltimore City--Frankford, Belair-Edison & Loch Raven",-76.584073,39.344568,924.528555,1 
"21252","24","00504","MD","Towson, MD","Baltimore County--Towson (East & Central), Parkville & Carney",-76.607887,39.393901,2964.746204,1 
"21286","24","00504","MD","Towson, MD","Baltimore County--Towson (East & Central), Parkville & Carney",-76.584109,39.402103,19826.224094,1 
"21401","24","01204","MD","Annapolis, MD","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",-76.533695,38.982355,38067.604848,1 
"21402","24","01203","MD","Naval Academy, MD","Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",-76.465191,38.989925,346.722603,0.062871 
"21402","24","01204","MD","Naval Academy, MD","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",-76.486057,38.983296,5168.069535,0.937129 
"21403","24","01204","MD","Annapolis, MD","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",-76.490573,38.952065,31996.788047,1 
"21405","24","01204","MD","Annapolis, MD","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",-76.550338,39.028006,575.052123,1 
"21409","24","01203","MD","Annapolis, MD","Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",-76.45233,39.029518,21209.275343,1 
"21502","24","00100","MD","Cumberland, MD","Allegany & Garrett Counties--Cumberland City",-78.780002,39.638573,42651.484278,1 
"21520","24","00100","MD","Accident, MD","Allegany & Garrett Counties--Cumberland City",-79.310746,39.622413,2027.692129,1 
"21521","24","00100","MD","Barton, MD","Allegany & Garrett Counties--Cumberland City",-79.017548,39.534736,1216.427936,1 
"21522","24","00100","MD","Bittinger, MD","Allegany & Garrett Counties--Cumberland City",-79.230651,39.609174,137.851779,1 
"21523","24","00100","MD","Bloomington, MD","Allegany & Garrett Counties--Cumberland City",-79.074079,39.478317,279.614247,1 
"21524","24","00100","MD","Corriganville, MD","Allegany & Garrett Counties--Cumberland City",-78.798436,39.698168,601.347504,1 
"21529","24","00100","MD","Ellerslie, MD","Allegany & Garrett Counties--Cumberland City",-78.775812,39.717164,606.150599,1 
"21530","24","00100","MD","Flintstone, MD","Allegany & Garrett Counties--Cumberland City",-78.554743,39.694992,1528.344853,1 
"21531","24","00100","MD","Friendsville, MD","Allegany & Garrett Counties--Cumberland City",-79.419335,39.655316,2177.275974,1 
"21532","24","00100","MD","Frostburg, MD","Allegany & Garrett Counties--Cumberland City",-78.931778,39.652464,15030.806902,1 
"21536","24","00100","MD","Grantsville, MD","Allegany & Garrett Counties--Cumberland City",-79.163433,39.680955,4028.987108,1 
"21538","24","00100","MD","Kitzmiller, MD","Allegany & Garrett Counties--Cumberland City",-79.19926,39.396479,700.01329,1 
"21539","24","00100","MD","Lonaconing, MD","Allegany & Garrett Counties--Cumberland City",-78.992804,39.58121,2717.159614,1 
"21540","24","00100","MD","Luke, MD","Allegany & Garrett Counties--Cumberland City",-79.058238,39.475759,62.440236,1 
"21541","24","00100","MD","Mc Henry, MD","Allegany & Garrett Counties--Cumberland City",-79.352383,39.557609,1511.481211,1 
"21542","24","00100","MD","Midland, MD","Allegany & Garrett Counties--Cumberland City",-78.949084,39.589927,463.978984,1 
"21543","24","00100","MD","Midlothian, MD","Allegany & Garrett Counties--Cumberland City",-78.954388,39.637225,134.486662,1 
"21545","24","00100","MD","Mount Savage, MD","Allegany & Garrett Counties--Cumberland City",-78.871403,39.699532,1863.60089,1 
"21550","24","00100","MD","Oakland, MD","Allegany & Garrett Counties--Cumberland City",-79.389098,39.405646,13877.079111,1 
"21555","24","00100","MD","Oldtown, MD","Allegany & Garrett Counties--Cumberland City",-78.611177,39.576559,1859.758414,1 
"21557","24","00100","MD","Rawlings, MD","Allegany & Garrett Counties--Cumberland City",-78.915282,39.510818,1820.373034,1 
"21561","24","00100","MD","Swanton, MD","Allegany & Garrett Counties--Cumberland City",-79.222071,39.486316,2568.344852,1 
"21562","24","00100","MD","Westernport, MD","Allegany & Garrett Counties--Cumberland City",-79.035518,39.485449,3017.867082,1 
"21601","24","01300","MD","Easton, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.07068,38.773269,23282.22344,1 
"21607","24","01300","MD","Barclay, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.85366,39.13894,596.794991,1 
"21610","24","01300","MD","Betterton, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.064522,39.367266,369.259791,1 
"21612","24","01300","MD","Bozman, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.273966,38.760619,485.436875,1 
"21613","24","01300","MD","Cambridge, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.087712,38.562866,17138.731375,1 
"21617","24","01300","MD","Centreville, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.047741,39.048962,10141.420206,1 
"21619","24","01300","MD","Chester, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.284185,38.961837,5986.375832,1 
"21620","24","01300","MD","Chestertown, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.075895,39.216819,12707.952395,1 
"21622","24","01300","MD","Church Creek, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.176518,38.421593,551.841437,1 
"21623","24","01300","MD","Church Hill, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.968736,39.126855,2160.950646,1 
"21624","24","01300","MD","Claiborne, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.271887,38.839516,141.092425,1 
"21625","24","01300","MD","Cordova, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.005649,38.875461,2682.729395,1 
"21626","24","01300","MD","Crapo, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.105652,38.335031,118.675578,1 
"21627","24","01300","MD","Crocheron, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.050974,38.234395,17.801337,1 
"21628","24","01300","MD","Crumpton, MD (PO Boxes)","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.922442,39.236018,569.156115,1 
"21629","24","01300","MD","Denton, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.830037,38.873949,9492.583016,1 
"21631","24","01300","MD","East New Market, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.953217,38.587148,2700.85836,1 
"21632","24","01300","MD","Federalsburg, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.772994,38.704551,6308.328587,1 
"21634","24","01300","MD","Fishing Creek, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.214377,38.311595,301.633761,1 
"21635","24","01300","MD","Galena, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.855363,39.347836,2049.489528,1 
"21636","24","01300","MD","Goldsboro, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.795781,39.026316,1178.252586,1 
"21638","24","01300","MD","Grasonville, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.201148,38.949776,5050.748692,1 
"21639","24","01300","MD","Greensboro, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.804226,38.968017,4379.205226,1 
"21640","24","01300","MD","Henderson, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.805582,39.066395,1624.117031,1 
"21641","24","01300","MD","Hillsboro, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.94111,38.917151,116.23571,1 
"21643","24","01300","MD","Hurlock, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.87104,38.644935,5913.010669,1 
"21644","24","01300","MD","Ingleside, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.874174,39.105511,113.626491,1 
"21645","24","01300","MD","Kennedyville, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.962368,39.318042,1014.975987,1 
"21647","24","01300","MD","Mcdaniel, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.280739,38.814392,285.144831,1 
"21648","24","01300","MD","Madison, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.230842,38.505142,252.185603,1 
"21649","24","01300","MD","Marydel, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.764785,39.115444,1855.494855,1 
"21650","24","01300","MD","Massey, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.823444,39.310801,232.496905,1 
"21651","24","01300","MD","Millington, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.8613,39.252812,2892.700255,1 
"21652","24","01300","MD","Neavitt, MD (PO Boxes)","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.283322,38.723268,180.558838,1 
"21653","24","01300","MD","Newcomb, MD (PO Boxes)","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.179141,38.750943,112.479276,1 
"21654","24","01300","MD","Oxford, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.149856,38.685868,1219.512149,1 
"21655","24","01300","MD","Preston, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.917915,38.746295,4976.27926,1 
"21657","24","01300","MD","Queen Anne, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.976146,38.956296,792.203283,1 
"21658","24","01300","MD","Queenstown, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.14936,38.950367,3953.382945,1 
"21659","24","01300","MD","Rhodesdale, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.762236,38.587381,1533.881844,1 
"21660","24","01300","MD","Ridgely, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.882978,38.95355,4036.4589,1 
"21661","24","01300","MD","Rock Hall, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.228259,39.135168,2591.656682,1 
"21662","24","01300","MD","Royal Oak, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.194534,38.717216,547.596475,1 
"21663","24","01300","MD","Saint Michaels, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.223659,38.784174,3263.87232,1 
"21664","24","01300","MD","Secretary, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.947844,38.607705,533.051137,1 
"21665","24","01300","MD","Sherwood, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.323162,38.749022,283.17151,1 
"21666","24","01300","MD","Stevensville, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.330634,38.949547,12600.256517,1 
"21667","24","01300","MD","Still Pond, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.05152,39.334966,302.832104,1 
"21668","24","01300","MD","Sudlersville, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-75.860012,39.185792,1949.052596,1 
"21669","24","01300","MD","Taylors Island, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.307321,38.466774,226.472561,1 
"21671","24","01300","MD","Tilghman Island, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.335733,38.709673,745.915198,1 
"21672","24","01300","MD","Toddville, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.066884,38.282507,238.340119,1 
"21673","24","01300","MD","Trappe, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.050616,38.661364,3094.166746,1 
"21675","24","01300","MD","Wingate, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.086467,38.287409,103.841131,1 
"21676","24","01300","MD","Wittman, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.297602,38.793343,392.690805,1 
"21677","24","01300","MD","Woolford, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.184587,38.506674,435.143786,1 
"21678","24","01300","MD","Worton, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.091769,39.300343,2247.795712,1 
"21679","24","01300","MD","Wye Mills, MD","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",-76.076322,38.919051,476.556932,1 
"21701","24","00301","MD","Frederick, MD","Frederick County (Outside Greater Frederick City)",-77.280882,39.478163,1340.938895,0.035814 
"21701","24","00302","MD","Frederick, MD","Frederick County (Central)--Greater Frederick City",-77.386876,39.425223,36100.324095,0.964185 
"21702","24","00301","MD","Frederick, MD","Frederick County (Outside Greater Frederick City)",-77.461618,39.481602,1818.330115,0.044122 
"21702","24","00302","MD","Frederick, MD","Frederick County (Central)--Greater Frederick City",-77.439384,39.444348,39393.262648,0.955878 
"21703","24","00301","MD","Ballenger Creek, MD","Frederick County (Outside Greater Frederick City)",-77.495247,39.376916,3740.62543,0.107323 
"21703","24","00302","MD","Ballenger Creek, MD","Frederick County (Central)--Greater Frederick City",-77.441473,39.393486,31113.177145,0.892676 
"21704","24","00301","MD","Urbana, MD","Frederick County (Outside Greater Frederick City)",-77.349954,39.337006,10853.754616,0.768035 
"21704","24","00302","MD","Urbana, MD","Frederick County (Central)--Greater Frederick City",-77.369778,39.384924,3278.086381,0.231964 
"21705","24","00302","MD","Frederick, MD","Frederick County (Central)--Greater Frederick City",-77.410008,39.40886,8.486955,1 
"21710","24","00301","MD","Adamstown, MD","Frederick County (Outside Greater Frederick City)",-77.452314,39.309323,4789.825246,1 
"21711","24","00200","MD","Big Pool, MD","Washington County--Hagerstown City",-78.016729,39.647014,1048.975568,1 
"21713","24","00200","MD","Boonsboro, MD","Washington County--Hagerstown City",-77.665433,39.523098,9686.45855,1 
"21714","24","00301","MD","Braddock Heights, MD (PO Boxes)","Frederick County (Outside Greater Frederick City)",-77.504326,39.419229,105.026069,1 
"21716","24","00301","MD","Brunswick, MD","Frederick County (Outside Greater Frederick City)",-77.622901,39.316495,5182.346916,1 
"21717","24","00301","MD","Buckeystown, MD (PO Boxes)","Frederick County (Outside Greater Frederick City)",-77.434392,39.336702,57.286946,1 
"21718","24","00301","MD","Burkittsville, MD","Frederick County (Outside Greater Frederick City)",-77.62809,39.392402,160.191276,1 
"21719","24","00200","MD","Highfield-Cascade, MD","Washington County--Hagerstown City",-77.49141,39.711008,1538.293617,0.973808 
"21719","24","00301","MD","Highfield-Cascade, MD","Frederick County (Outside Greater Frederick City)",-77.467857,39.717521,41.373906,0.026192 
"21722","24","00200","MD","Clear Spring, MD","Washington County--Hagerstown City",-77.904602,39.66442,5652.642881,1 
"21723","24","00901","MD","Cooksville, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-77.009641,39.324681,887.326398,1 
"21727","24","00301","MD","Emmitsburg, MD","Frederick County (Outside Greater Frederick City)",-77.335793,39.697566,6206.085867,1 
"21733","24","00200","MD","Fairplay, MD","Washington County--Hagerstown City",-77.755809,39.546813,1185.576857,1 
"21734","24","00200","MD","Funkstown, MD","Washington County--Hagerstown City",-77.707154,39.609038,785.967117,1 
"21737","24","00901","MD","Glenelg, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-77.007067,39.261847,1611.110695,1 
"21738","24","00901","MD","Glenwood, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-77.023394,39.27891,3611.186387,1 
"21740","24","00200","MD","Hagerstown, MD","Washington County--Hagerstown City",-77.734261,39.63012,63059.844184,1 
"21742","24","00200","MD","Hagerstown, MD","Washington County--Hagerstown City",-77.685878,39.658264,32054.409876,1 
"21746","24","00200","MD","Maryland Correctional System, Hagerstown","Washington County--Hagerstown City",-77.716181,39.563418,1919.553931,1 
"21750","24","00200","MD","Hancock, MD","Washington County--Hagerstown City",-78.176703,39.700286,3839.107861,1 
"21754","24","00301","MD","Ijamsville, MD","Frederick County (Outside Greater Frederick City)",-77.294051,39.322841,5277.82516,0.78681 
"21754","24","00302","MD","Ijamsville, MD","Frederick County (Central)--Greater Frederick City",-77.317838,39.380717,1430.051923,0.21319 
"21755","24","00301","MD","Jefferson, MD","Frederick County (Outside Greater Frederick City)",-77.549613,39.364098,5931.320698,1 
"21756","24","00200","MD","Keedysville, MD","Washington County--Hagerstown City",-77.69712,39.458973,3682.118321,1 
"21757","24","00301","MD","Keymar, MD","Frederick County (Outside Greater Frederick City)",-77.274797,39.56835,1741.94752,0.554707 
"21757","24","00400","MD","Keymar, MD","Carroll County",-77.24073,39.617908,1398.3538,0.445293 
"21758","24","00200","MD","Knoxville, MD","Washington County--Hagerstown City",-77.694158,39.355284,1825.767971,0.354774 
"21758","24","00301","MD","Knoxville, MD","Frederick County (Outside Greater Frederick City)",-77.621555,39.330704,3320.521156,0.645226 
"21762","24","00301","MD","Libertytown, MD","Frederick County (Outside Greater Frederick City)",-77.245008,39.483659,264.156475,1 
"21766","24","00100","MD","Little Orleans, MD","Allegany & Garrett Counties--Cumberland City",-78.371029,39.679428,672.433311,1 
"21767","24","00200","MD","Maugansville, MD","Washington County--Hagerstown City",-77.746794,39.69675,1010.237889,1 
"21769","24","00200","MD","Middletown, MD","Washington County--Hagerstown City",-77.625788,39.492703,38.737679,0.00325 
"21769","24","00301","MD","Middletown, MD","Frederick County (Outside Greater Frederick City)",-77.543172,39.441598,11879.615305,0.996749 
